07-18 10:42:42 CppMemTotal:                         	  157.598127 MB 	  261.562500 MB

07-18 10:55:22 CppMemTotal:                         	  261.322145 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156387 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.438301 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.802587 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.140842 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:55:32 CppMemTotal:                         	  261.323293 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156395 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.439266 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.802587 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.141018 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:55:42 CppMemTotal:                         	  261.328710 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156395 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.440231 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.146313 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:55:52 CppMemTotal:                         	  261.328740 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156403 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.440254 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.146313 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:56:02 CppMemTotal:                         	  261.349343 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156410 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.442783 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.164379 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:56:12 CppMemTotal:                         	  261.341647 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156410 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.429792 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.169674 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:56:22 CppMemTotal:                         	  261.341685 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156425 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.429815 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.169674 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:56:32 CppMemTotal:                         	  261.342053 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156433 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.430859 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.168991 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:56:43 CppMemTotal:                         	  261.348392 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156433 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.431902 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801744 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.174286 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:56:52 CppMemTotal:                         	  261.348239 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156441 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
